loan_id,borrower_id,borrower_name,borrower_contact,borrower_email,borrower_id_number,amount,principal_amount,rate,interest_rate,term_months,origination_date,status,current_status,payment_history_json,risk_score,region
ABF000769,BRW000769,Exportadora Pérez,Antonio Pérez Ramos,antonio.pérez@exportadorapérez.mx,SQMG224817F4D,118369.02,118369.02,0.293,29.3,24,2023-12-01,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11686.01}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7780.06}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6408.0}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13426.42}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12635.49}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7507.06}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14916.3}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9477.68}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7309.33}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5018.95}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8842.75}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7835.02}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9206.45}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9849.91}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12982.13}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6600.51}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13873.81}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10341.42}, {""month"": 19, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7979.91}, {""month"": 20, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5171.74}, {""month"": 21, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7293.37}, {""month"": 22, ""status"": ""late"", ""days_late"": 4, ""amount_paid"": 14812.02}, {""month"": 23, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10581.05}, {""month"": 24, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7375.96}]",752,Monterrey
ABF000770,BRW000770,Distribuidora Díaz,Laura Díaz Pérez,laura.díaz@distribuidoradíaz.mx,YNHZ787535PKZ,51607.76,51607.76,0.3321,33.21,18,2023-06-17,delinquent,delinquent,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12165.78}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11774.0}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5979.41}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6374.44}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13649.51}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6462.38}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14140.01}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8455.37}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5492.97}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13558.98}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7347.41}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11041.31}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10555.33}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9560.48}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8728.25}, {""month"": 16, ""status"": ""late"", ""days_late"": 30, ""amount_paid"": 10309.78}, {""month"": 17, ""status"": ""late"", ""days_late"": 70, ""amount_paid"": 9600.4}, {""month"": 18, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}]",639,Guadalajara
ABF000771,BRW000771,Exportadora Torres,Carlos Torres Álvarez,carlos.torres@exportadoratorres.mx,TEGN8791196HT,47339.6,47339.6,0.3661,36.61,18,2024-06-24,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9117.38}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11580.23}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11559.07}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8394.02}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6954.67}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11771.91}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12686.53}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11254.45}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13286.5}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11749.8}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7910.41}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6959.75}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12721.55}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13659.07}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5810.48}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12628.92}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8761.8}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7933.9}]",658,Hermosillo
ABF000772,BRW000772,Exportadora González,Marta González González,marta.gonzález@exportadoragonzález.mx,MOCK801502ZRG,33661.53,33661.53,0.2826,28.26,12,2024-03-18,paid_off,paid_off,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13360.55}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11590.45}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9707.59}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6628.34}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7809.83}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11514.51}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8599.53}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14995.75}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9406.53}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10705.4}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11285.09}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5770.93}]",686,Querétaro
ABF000773,BRW000773,Importadora Vázquez,Carmen Vázquez Domínguez,carmen.vázquez@importadoravázquez.mx,UJBK891501EZH,42369.42,42369.42,0.3159,31.59,12,2023-03-02,paid_off,paid_off,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5193.48}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8859.36}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9110.02}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10374.44}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9714.76}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8122.55}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10855.86}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14312.75}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9747.87}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11429.0}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10486.91}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13576.14}]",765,Monterrey
ABF000774,BRW000774,Exportadora Martín,Beatriz Martín Navarro,beatriz.martín@exportadoramartín.mx,PHJT972763S9Z,112530.27,112530.27,0.3782,37.82,24,2023-12-05,current,current,"[{""month"": 1, ""status"": ""late"", ""days_late"": 14, ""amount_paid"": 7055.79}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5864.32}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6528.85}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8629.29}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9543.6}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12227.01}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8504.33}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6524.07}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7813.51}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8933.15}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12554.41}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9943.12}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5768.72}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7968.95}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10951.68}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7063.03}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8550.0}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13532.17}, {""month"": 19, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13330.1}, {""month"": 20, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6592.07}, {""month"": 21, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9369.89}, {""month"": 22, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8839.75}, {""month"": 23, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6673.64}, {""month"": 24, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9818.36}]",618,León
ABF000775,BRW000775,Importadora Torres,María Torres Vázquez,maría.torres@importadoratorres.mx,FQPU745553PDC,95590.56,95590.56,0.3195,31.95,12,2023-10-23,delinquent,delinquent,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14269.48}, {""month"": 2, ""status"": ""late"", ""days_late"": 11, ""amount_paid"": 6890.44}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13036.03}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14125.32}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6085.27}, {""month"": 6, ""status"": ""late"", ""days_late"": 6, ""amount_paid"": 8800.76}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13879.85}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8705.21}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5958.68}, {""month"": 10, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 11, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 12, ""status"": ""late"", ""days_late"": 46, ""amount_paid"": 5048.31}]",588,Aguascalientes
ABF000776,BRW000776,Comercial Pérez,Rafael Pérez Rodríguez,rafael.pérez@comercialpérez.mx,IAWZ578218WWO,146193.24,146193.24,0.3604,36.04,18,2024-10-22,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8730.57}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10744.6}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12113.16}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8494.41}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6620.24}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14835.1}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13481.44}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10301.97}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8266.16}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10851.92}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11718.93}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13067.99}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9531.24}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13740.03}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9812.09}]",646,Monterrey
ABF000777,BRW000777,Comercial Domínguez,Elena Domínguez Muñoz,elena.domínguez@comercialdomínguez.mx,QCGV5546493EK,65328.58,65328.58,0.3284,32.84,24,2023-10-18,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9391.04}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13770.07}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12281.87}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12919.87}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11406.3}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5737.39}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13472.59}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5555.88}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6811.32}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7456.85}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11840.04}, {""month"": 12, ""status"": ""late"", ""days_late"": 5, ""amount_paid"": 8117.64}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12903.91}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14577.93}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10643.89}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7889.74}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7113.27}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10305.86}, {""month"": 19, ""status"": ""late"", ""days_late"": 10, ""amount_paid"": 12806.52}, {""month"": 20, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12091.6}, {""month"": 21, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12230.94}, {""month"": 22, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7661.68}, {""month"": 23, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5913.93}, {""month"": 24, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6895.98}]",608,Monterrey
ABF000778,BRW000778,Exportadora Navarro,Sofía Navarro Torres,sofía.navarro@exportadoranavarro.mx,JWOJ097804T3X,58451.79,58451.79,0.2899,28.99,18,2024-04-03,defaulted,defaulted,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5843.36}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5162.24}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8997.14}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11092.58}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11518.17}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9425.21}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7920.56}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5016.19}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11890.4}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5550.46}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10136.34}, {""month"": 12, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 13, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 14, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 15, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 16, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 17, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 18, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}]",333,Monterrey
ABF000779,BRW000779,Distribuidora Ramírez,Miguel Ramírez Martínez,miguel.ramírez@distribuidoraramírez.mx,TJOG195361G3W,101225.92,101225.92,0.2804,28.04,36,2023-05-16,defaulted,defaulted,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5418.38}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5957.98}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12451.99}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6218.95}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14664.86}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5766.55}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14144.61}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10460.55}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5681.63}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8788.03}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6959.32}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7686.09}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10880.22}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5051.91}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8820.29}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9632.02}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11159.96}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14009.97}, {""month"": 19, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13430.88}, {""month"": 20, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5396.66}, {""month"": 21, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14807.33}, {""month"": 22, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7816.12}, {""month"": 23, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8049.16}, {""month"": 24, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5815.63}, {""month"": 25, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13032.81}, {""month"": 26, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12769.59}, {""month"": 27, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 28, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 29, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 30, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 31, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 32, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 33, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}]",408,Mérida
ABF000780,BRW000780,Distribuidora Serrano,Isabel Serrano Torres,isabel.serrano@distribuidoraserrano.mx,DEKR660154TSG,123381.38,123381.38,0.3858,38.58,18,2023-01-21,delinquent,delinquent,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10950.66}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5360.34}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7754.15}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14010.5}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10182.55}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6419.22}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12994.98}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5504.01}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14475.3}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14709.01}, {""month"": 11, ""status"": ""late"", ""days_late"": 15, ""amount_paid"": 6706.29}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7518.32}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9189.3}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8747.99}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11594.64}, {""month"": 16, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 17, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 18, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}]",627,Tijuana
ABF000781,BRW000781,Exportadora Pérez,Isabel Pérez Domínguez,isabel.pérez@exportadorapérez.mx,CFEN561942XRT,128222.36,128222.36,0.3386,33.86,18,2024-06-14,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14211.75}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11121.39}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11979.69}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9174.18}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12576.43}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10676.59}, {""month"": 7, ""status"": ""late"", ""days_late"": 3, ""amount_paid"": 14473.21}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13489.99}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8118.87}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5700.7}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5415.63}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9927.56}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7978.05}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8276.45}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13304.53}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10021.3}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8046.84}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9677.74}]",783,Querétaro
ABF000782,BRW000782,Distribuidora Fernández,Carlos Fernández Sánchez,carlos.fernández@distribuidorafernández.mx,VMKU0349033XC,154033.84,154033.84,0.2891,28.91,24,2024-03-12,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13612.44}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12704.44}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9283.46}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11280.11}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6891.05}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12200.8}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6001.25}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8847.47}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13511.5}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7938.86}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7012.46}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6722.01}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6364.5}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12894.63}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7446.96}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9172.35}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14858.47}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10238.56}, {""month"": 19, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12651.78}, {""month"": 20, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12703.65}, {""month"": 21, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8032.66}, {""month"": 22, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6487.59}, {""month"": 23, ""status"": ""late"", ""days_late"": 13, ""amount_paid"": 14777.74}]",815,Aguascalientes
